species,larval,postlarval,juvenile.adult,total_farmed_d
vannamei,7.330008228,14.05462882,90.68094823,127.5584739
vannamei,2.831523213,17.77011131,82.26820904,158.9031692
vannamei,2.186574552,13.50762394,78.30177805,150.4600273
vannamei,2.2849325,16.16271546,103.7754374,234.6322886
vannamei,1.612068956,25.69785139,96.26272927,190.1840779
vannamei,1.887780299,15.8454545,74.28142509,156.6318124
vannamei,0.936951122,15.74849945,83.86012934,113.4463489
vannamei,0.914088174,13.97807137,85.64734772,162.1182276
vannamei,0.524676442,16.83159732,57.64029856,135.588134
vannamei,0.860050489,18.4963763,73.5563745,112.3898696
vannamei,1.324608651,14.98423067,85.35656326,128.010687
vannamei,0.75884047,15.43556508,102.7887493,151.8539799
vannamei,2.235722817,13.40735854,101.8663812,169.0788144
vannamei,2.004410606,11.87851,91.33725081,149.3884048
vannamei,0.937744896,17.82404299,57.15359057,135.4519739
vannamei,1.298747771,14.13906426,75.7856256,151.5615269
vannamei,5.095312697,13.25385984,90.40201327,109.1108106
vannamei,2.336960692,9.063976772,108.9899032,127.4512157
vannamei,2.17742259,16.09476923,76.38025632,114.4106429
vannamei,1.789006402,11.83411946,79.33863135,104.7995117
vannamei,0.502423905,15.88103089,80.65163775,203.4759188
vannamei,20.56248026,14.70456421,88.55412501,166.6946835
vannamei,1.38514799,19.14795195,51.48105236,184.9331772
vannamei,1.532098215,13.47919663,84.99423897,174.0640763
vannamei,11.23803633,13.80968617,100.9781525,143.4698019
vannamei,1.896906146,13.66218222,96.2199798,146.0395715
vannamei,2.069600454,19.07219684,90.5416228,157.4689151
vannamei,1.491747576,17.04137379,79.8258001,110.4540512
vannamei,5.193328802,11.52819577,97.45083881,175.7222351
vannamei,7.744194948,14.71654021,89.48693834,171.7838739
vannamei,8.742738045,13.34920844,57.61967845,129.6126921
vannamei,4.621967157,22.50208093,82.97450554,164.0958711
vannamei,0.930135169,18.64085212,107.0191029,114.0082625
vannamei,3.175615268,13.97552306,76.49147791,127.7897734
vannamei,1.414497136,9.164323752,98.44089008,221.7896394
vannamei,0.802283726,14.72409978,94.13346778,123.4735669
vannamei,3.255883414,14.5583273,109.332041,191.8824074
vannamei,3.92754547,13.88097111,85.99387775,133.1886881
vannamei,2.364194459,14.73807728,87.5349815,174.8172627
vannamei,4.256194099,12.55146913,106.1507499,164.0945597
vannamei,1.302235786,16.58997557,65.03990455,129.7797067
vannamei,0.964483429,14.97531164,66.23847903,155.6260774
vannamei,4.131497991,16.85898399,62.79940274,149.7736097
vannamei,7.080538352,14.68950972,77.72454993,98.29407995
vannamei,0.277398586,12.80409034,50.12704552,125.441523
vannamei,4.270248675,12.21255612,101.4825249,214.9677502
vannamei,0.297341986,14.88820552,54.94466881,122.7428194
vannamei,0.213066835,17.05728265,83.01936812,155.6231449
vannamei,5.173432178,13.68867233,88.75922373,156.5806382
vannamei,10.82726504,16.54508527,81.16570003,136.134205
vannamei,0.47930494,14.21884036,74.56408011,94.27552901
vannamei,13.06699152,11.80562557,84.32376622,168.8250135
vannamei,0.910036067,12.87732213,50.66530206,148.3134791
vannamei,2.222053011,15.06294424,56.47886903,153.5016595
vannamei,0.755939483,11.17649168,60.45355709,159.9570246
vannamei,0.325531435,13.04880295,66.5758117,176.7172929
vannamei,0.76093961,17.36027376,103.2888236,158.7093163
vannamei,0.892527615,19.58241219,89.90996166,142.7432078
vannamei,3.486716683,10.63532791,100.8760087,156.908437
vannamei,2.669399695,11.37573206,95.44313453,157.3724915
vannamei,1.088243436,12.19394353,60.44125465,153.3512093
vannamei,2.642643649,16.62565072,85.88288156,157.174476
vannamei,3.928044526,15.45195445,67.91964514,143.0173423
vannamei,1.883871528,12.9893235,101.5722277,147.3100968
vannamei,0.820552012,15.75533062,65.78799599,166.8288143
vannamei,8.569203042,9.594630903,94.40669632,161.7735339
vannamei,4.641618913,18.11437142,97.99356126,125.6430061
vannamei,0.532610319,14.91112863,71.64429078,158.806234
vannamei,16.07827592,13.36441864,64.57477819,139.7967403
vannamei,2.069776255,12.46220768,69.23259155,135.8092346
vannamei,2.979851613,17.83666113,82.39861654,119.9255044
vannamei,1.048360259,10.12936007,56.93899469,175.5418309
vannamei,5.926233279,18.62664157,86.11819782,125.283303
vannamei,1.731101151,17.93175287,109.6095668,148.2893727
vannamei,1.481506258,13.12286552,60.66560236,176.688173
vannamei,6.328037143,14.61062491,89.22919123,137.0987151
vannamei,1.818613025,12.99622019,57.72279976,163.4225134
vannamei,0.781622341,18.54295292,55.44823574,155.1852192
vannamei,3.294906912,17.84080363,77.94355574,155.5826967
vannamei,2.098340263,15.72100635,68.05412895,112.0829045
vannamei,1.947401547,11.46491384,86.32556888,155.3346656
vannamei,2.64359314,12.36849629,70.28105144,182.1566539
vannamei,1.176634184,14.54447958,96.93326485,139.5091789
vannamei,1.806639586,14.9740605,67.0043886,143.4737297
vannamei,5.353347696,16.34647833,75.13618174,131.405342
vannamei,2.023314924,20.95072906,83.69014505,177.4733404
vannamei,4.447091904,14.57074935,83.48658144,165.4529243
vannamei,0.545113769,16.27631969,80.46385409,164.7714404
vannamei,2.58433814,17.85208123,68.57931317,145.3083729
vannamei,3.297643731,12.82691008,75.58907966,122.0937031
vannamei,2.381636809,13.59197213,70.785328,180.1414006
vannamei,1.693944021,11.82621843,57.99452848,110.8206269
vannamei,1.240700223,12.92043468,102.6156969,193.8295782
vannamei,2.117608232,16.15923999,92.39804599,123.0859493
vannamei,9.637460728,13.75470774,60.17759919,142.9529755
vannamei,1.092367057,15.12269015,69.91543623,159.9537352
vannamei,7.835589383,14.90597125,56.45727437,124.0120139
vannamei,3.134451664,18.2011707,76.93528109,158.6227602
vannamei,4.465925519,13.18470518,102.3892692,133.6495853
vannamei,7.327037403,17.03993439,101.14498,143.2177269
vannamei,10.00939008,12.51864664,67.17423654,134.4370228
vannamei,1.740534766,15.01329554,51.35981266,142.8280281
vannamei,2.063991239,13.98268637,65.79803988,118.1685489
vannamei,2.728489804,17.91051006,98.97713366,208.1527461
vannamei,0.722180614,16.57820801,96.9880988,145.0528571
vannamei,2.155657688,16.57851988,103.0976032,140.2605367
vannamei,2.718493986,13.00347626,100.7713839,117.3555956
vannamei,0.520647028,11.83078923,81.52719071,149.3172776
vannamei,3.735405322,11.17738686,109.7430918,121.8127765
vannamei,2.44737795,16.35880411,101.954615,184.3920876
vannamei,1.222822463,15.744567,83.54577069,171.8619482
vannamei,3.286128827,11.9331253,63.63640362,170.7954634
vannamei,7.980103943,15.01398648,105.0593522,160.0445402
vannamei,2.083019298,13.39030899,106.9331131,113.5135065
vannamei,0.957253393,15.29284427,88.8758446,143.8213571
vannamei,1.617679032,14.94432069,75.63736751,151.4786051
vannamei,27.42905666,14.16195785,86.59539698,105.7250043
vannamei,1.148756744,16.46368732,59.23945072,178.4941541
vannamei,2.934942482,14.27173835,69.81630995,160.6992865
vannamei,2.646996309,16.32844637,91.98131147,144.6445139
vannamei,1.119631146,12.53299001,73.57711443,122.6781023
vannamei,3.081659229,11.33276124,74.45648729,127.5843657
vannamei,0.654439104,17.21854793,62.48636406,138.7233335
vannamei,1.951642631,18.79410998,79.52566477,116.8899151
vannamei,7.466442234,13.46694821,81.60024028,168.7768015
vannamei,1.727395727,14.10471924,99.94198213,142.2848677
vannamei,3.179797841,15.57227776,53.58323356,128.7970876
vannamei,0.674310784,14.51969929,105.0601591,130.3029651
vannamei,1.241530589,13.1812425,79.20422505,158.578775
vannamei,1.943577943,14.7377855,95.55162903,196.0063184
vannamei,1.715910467,14.37049004,52.10897955,153.2581889
vannamei,0.84195983,17.58857066,94.75601521,150.8644148
vannamei,2.093354526,15.46871825,97.36837972,164.1082853
vannamei,0.447296697,10.35447746,84.11533758,189.4513654
vannamei,1.944259641,10.00700769,102.9139809,130.4432607
vannamei,4.746058441,15.84148715,87.20592213,166.8935822
vannamei,1.316016018,17.27233085,72.8380164,182.6112402
vannamei,1.711509724,13.33260755,66.85816087,114.4624094
vannamei,5.709649644,14.39630775,100.2585526,175.7371912
vannamei,3.64502915,18.69768722,84.42025194,163.7059634
vannamei,3.300429724,12.95286175,81.13761963,173.6188007
vannamei,1.402210136,18.76254576,88.38517697,191.9868607
vannamei,0.452444017,19.64935227,67.8716475,120.7351931
vannamei,1.051262681,17.24664135,108.1908256,152.9229644
vannamei,1.878252046,14.18632748,98.62479078,171.7122479
vannamei,4.288521969,18.86430024,58.10923398,112.2259835
vannamei,5.312760757,13.99618454,59.98196444,196.2866387
vannamei,13.64298676,20.39050121,96.59282308,168.9194623
vannamei,3.51128381,14.3177022,61.85672906,170.8305371
vannamei,2.396662103,14.93906238,60.308744,159.447047
vannamei,3.445260839,17.98062967,97.52829189,161.6278503
vannamei,3.443830786,13.24627315,81.47510341,148.59101
vannamei,3.216500923,10.14153626,56.45730977,163.1881596
vannamei,5.836735947,14.87208687,64.86316897,205.9126066
vannamei,1.548935698,13.44331402,80.73724739,140.3565768
vannamei,0.929251767,16.52821856,101.0123496,119.4545112
vannamei,2.45328664,12.89397307,57.63538702,149.562316
vannamei,4.522502242,17.66279769,76.80116566,158.4857077
vannamei,0.975231382,21.91757849,95.24305518,125.3392151
vannamei,2.121742647,14.77568274,96.86227886,127.0429624
vannamei,4.470623484,12.02271227,96.54018701,202.0234849
vannamei,7.102168277,16.33697885,76.04786466,157.159522
vannamei,1.609356821,16.49466503,106.6142894,177.7400497
vannamei,12.88547524,19.42660201,80.41042177,143.7061249
vannamei,15.82486726,22.78099718,87.3504467,123.698532
vannamei,5.138314423,11.11386307,56.41527907,131.3133125
