vannamei,monodon,other_pen,macrobrchium
3.47602E+11,30044674022,29463069337,26454991182
3.68887E+11,11433862739,47615092369,28689743476
2.20068E+11,21152589652,21185279194,29583653190
4.54529E+11,18544212621,15541984555,17978247865
2.70601E+11,9652951285,34614355649,39588080430
3.23092E+11,31326372696,14159021973,26805528638
3.56329E+11,24905425655,16301491847,36378022621
2.95349E+11,22501357683,21955326724,52897534503
3.40345E+11,38389438466,37803810443,31338728216
3.06487E+11,21892706637,44051243652,42554478965
3.13011E+11,20362469369,50373900654,33621719167
3.39914E+11,15042485519,9279305147,34714900404
4.11574E+11,7641841504,18614242598,29211024563
2.48565E+11,26826839578,43258593137,25242316987
2.84102E+11,30497507099,31747657040,29306774175
4.52384E+11,38052662303,38896947167,20379652114
3.51661E+11,51123059430,12928416884,36112773771
4.61664E+11,12657267634,12473691216,25980440665
3.71518E+11,28872011179,19218733502,17857252670
2.53538E+11,31950983648,13858017117,36183448433
5.34466E+11,20766396209,44221027985,29123594513
3.44507E+11,15162364422,25684637231,24529732069
4.93222E+11,24524030659,19892195038,34043719429
3.24327E+11,25408325657,24451440645,27308604228
2.54054E+11,17015313550,27336819932,31153045382
2.47448E+11,71459992373,34881181848,38327918443
3.69278E+11,20461266553,24461016002,25940728089
5.43099E+11,22121246094,19333826176,29111418010
3.50654E+11,18946702344,15992201946,20710702039
5.31357E+11,18129877851,13267037085,29035424998
3.04454E+11,18465342938,35305744484,37643175654
4.31722E+11,23201168488,8381407898,37897615333
2.72044E+11,38417627605,26783456475,22418185958
2.17426E+11,28028767105,16183470604,36367617171
3.14383E+11,27774842428,40834130442,35262943038
4.01029E+11,14343358782,24672764898,21636816063
1.5515E+11,28459950615,11898922216,21222947761
3.30958E+11,22248919420,23617496784,35825127779
3.58737E+11,19518421795,36088588863,35014245602
3.6327E+11,18521163977,9640401037,22212026244
2.84131E+11,14320463626,20989205414,30608993502
4.27642E+11,22161840969,24479503230,35513828456
4.40562E+11,24315381902,25905886029,26440629138
2.62419E+11,19528522125,23969730787,29243284894
3.97093E+11,25541081779,21591715184,35591888796
3.12102E+11,38262671468,35624356265,20532749576
3.79634E+11,15581495777,16982335686,20387975950
2.6556E+11,25629574925,14192782029,19373381576
2.84529E+11,16486965022,14309824265,25303318870
2.64762E+11,14493128488,22270431682,30410311844
3.10452E+11,27426172173,38801561232,16679048459
4.6036E+11,14441698798,26843226640,44676139444
3.63397E+11,19253601178,22605757615,21695023097
3.22282E+11,12874190414,10528874644,26115835494
3.16105E+11,33313705025,13116663160,32963225140
2.97768E+11,23505312984,40673683669,30316010981
3.30334E+11,22868894076,24134128792,41524464162
2.96128E+11,24137723414,9041916587,25550292752
3.10877E+11,21134432894,34410593845,33054403395
3.74915E+11,19561267569,10925802857,28347514066
3.72874E+11,8876895511,24177248280,22680955380
4.39793E+11,19348722950,34006816123,48955362775
3.50344E+11,16306130636,21782360771,40736970338
5.00484E+11,29229111624,12945492531,23870469958
2.64532E+11,16797212589,26555990616,36152415927
3.63724E+11,17722058105,33901714194,25423987677
3.27932E+11,26423178867,11107298018,20975629129
4.20873E+11,10770121348,22909080977,29100297950
4.52992E+11,24171440336,19968690225,40624796971
4.5706E+11,8614661138,16290173985,26792364454
4.15045E+11,30795596151,12988164306,23149925142
3.12267E+11,14746855185,31512439921,37057403322
3.7621E+11,14545394676,16692792991,27647871036
2.49956E+11,11251729618,20994990913,43385076462
4.4998E+11,18986264133,22753278067,55535917235
4.63328E+11,13128136472,20410445695,30931279749
2.7052E+11,11385943120,58361045203,28513501821
4.18328E+11,15881424835,19419504907,23406678222
3.63453E+11,42574929785,43137457634,58433748010
3.17922E+11,15005656979,30662789274,38488859820
3.03337E+11,29929637099,24781312985,32784441007
4.05842E+11,15700055023,14823688871,27355476913
3.0814E+11,34869645129,17244953791,26325573633
2.09067E+11,19435200798,52173202114,26951369032
2.8985E+11,20435024727,19964460756,35086476420
3.56447E+11,20960154003,24930115757,26683480215
4.63138E+11,20839726155,19300903819,30605528283
3.44547E+11,31397187392,35479521710,23363734846
2.39713E+11,13543057803,22326694247,27223152676
4.12564E+11,13506698453,26745573289,30173989855
2.80341E+11,13387450446,21336204975,37913272034
3.55324E+11,27434678405,32303712938,45273723535
4.06721E+11,31962319101,26398211409,42566306124
3.71821E+11,35102119731,22747575665,58933384122
4.67574E+11,16138684107,16538779269,34500556073
3.67966E+11,24212361699,16736839102,23206475146
3.64093E+11,35002441310,14123041936,34030153445
3.17827E+11,18848452711,13674868156,26380889894
3.99334E+11,34723210404,30999423174,35513076497
3.32167E+11,20631218359,10216595167,45139183723
3.51368E+11,17251747126,29815577996,42622256668
3.47572E+11,15877666423,10537228474,30695059490
2.77461E+11,25164096534,26699905596,60995796609
4.07952E+11,17439978868,36235765165,46208941931
4.36611E+11,23895134672,23354715159,30419307040
2.57219E+11,25023369700,39982071818,33192301821
5.63223E+11,10552010185,21102252256,33308817507
4.14475E+11,13060289318,18990414547,29495495245
4.49299E+11,16666044329,11987500009,39176994254
2.12547E+11,30072305946,31106683180,41979126348
4.07397E+11,25790167100,19489136156,39228064275
5.28629E+11,30692444045,27459140384,23893521472
5.41464E+11,19682505157,12581421954,20058295452
3.81799E+11,20774274628,13180328047,26593249224
3.61842E+11,29179680468,20593797561,40785783112
2.29653E+11,15987339995,16461987652,28927608816
4.0272E+11,18963730517,7719095724,23487498094
4.4599E+11,28423930920,17730299707,33128825151
4.72631E+11,21108482517,37687342672,29510013581
2.70372E+11,20848014728,59311743310,31384347712
4.35897E+11,28864582762,19820574798,35308399367
3.36366E+11,25688795508,17525485869,22503650710
3.50975E+11,19203953159,12790872266,24019509611
3.18298E+11,22812542929,9892267561,29136246648
3.39751E+11,12391532617,30094870849,49740685244
3.68555E+11,20755255496,27920190962,36407964000
5.30057E+11,14849766215,13206528493,25499385449
3.96552E+11,13717367597,20472762460,35676158749
3.80839E+11,12000676862,20603335915,33590575612
2.62033E+11,20994079342,10542642810,36361475563
2.83488E+11,26159001959,13024135240,23868189732
3.06347E+11,46238186285,7092846514,32626527009
2.69199E+11,7374464684,48533253235,40766969711
2.02974E+11,35061697534,16015492879,24852655149
4.13878E+11,44545544598,22499223707,45003615838
2.46585E+11,12299746853,28025817132,31084105671
5.42165E+11,28982819374,18569171768,34500057383
4.39362E+11,23353660167,14534675183,22046649234
3.03429E+11,23251269043,19382316729,28405467062
3.91661E+11,37975261783,47961316542,26138382536
2.78079E+11,28651563715,17065549725,37951162012
2.09185E+11,21449061676,38701578715,39484643397
3.59997E+11,12366762063,18366804805,27994968822
4.44263E+11,22287953547,7747087997,48769504612
3.27667E+11,22698878065,48447767769,27904059501
3.43429E+11,26839321170,23525430314,51672970201
3.96963E+11,23844890843,17192525216,26488509674
3.63446E+11,29971788045,19362951257,25084230017
4.0943E+11,30357000103,13629529635,30486174261
4.09135E+11,21046183812,18424798250,37702108761
5.2879E+11,8353904293,30114679792,40722331274
4.55489E+11,18585120393,10476601420,40786227819
4.16266E+11,37077124228,18255362982,34074578371
6.70606E+11,20623152425,34280876067,29750951315
3.17824E+11,30167751357,30900969268,24121193755
3.23373E+11,20785114118,12523615996,30563124297
3.2524E+11,16742645340,34670386929,28833375093
2.96288E+11,43139378165,18209741310,44006582405
2.02907E+11,18755134939,27681169634,41054862592
4.76924E+11,17785823237,18683551685,40961781418
3.53019E+11,18181097269,10984954604,41732171436
4.77653E+11,22364871827,21177221038,32333473848
3.53749E+11,17055677234,21269119107,24086126762
3.20955E+11,13031485874,23141105861,35942582840
2.93029E+11,18758574398,17322850077,27605260148
5.19839E+11,15076106486,22801941428,29397399383
3.41097E+11,23243950208,55582349759,19263899598
1.91961E+11,14945122788,12859930573,39892192168
3.69343E+11,40434954270,11373644031,26840002364
3.75368E+11,20776930050,29606042043,27576447975
4.84241E+11,25374495588,10348511168,21928423345
3.64308E+11,12423632783,18142081247,21264003366
2.84168E+11,14312475418,30774564568,37407811986
4.58155E+11,20284527349,21463724928,30225589952
2.52372E+11,19629652790,10363114195,22105442093
3.95457E+11,24264173327,56681893385,25590828834
3.37477E+11,23787314333,38967283668,27398586611
3.49151E+11,21014455457,42632009518,26057937167
3.72859E+11,14079820344,20910022897,38550701889
3.46471E+11,27580498418,9863905454,31453452513
3.04188E+11,40290944717,18183384476,27417011519
3.39738E+11,31415228376,18663803913,49620044988
3.68624E+11,20442682032,10975356876,25157966704
2.79062E+11,20111578536,28241797763,29143805990
4.57213E+11,22981308285,15950883841,23036763705
3.64106E+11,22928302267,35892026995,27001058228
3.6479E+11,18943334758,27945017492,38462468500
3.37732E+11,15975383432,21107631801,34394820451
4.14144E+11,20640366613,20722249698,49294506643
6.19557E+11,12808392431,31428896797,14806511506
4.06212E+11,31975023752,19965584110,18308777191
3.2259E+11,26783726099,52519000655,29615399096
4.18877E+11,12862731495,32867558653,35965356837
6.2162E+11,21430063982,16071755028,27355321695
3.55498E+11,26881735615,19002574124,36537289668
2.91231E+11,18070775557,10683492678,26420146758
3.04307E+11,19992062093,17851640515,30640421639
4.0723E+11,21442334608,43131101815,30994177562
4.0171E+11,24800739551,30706916981,27680216077
2.95756E+11,16352069120,20025720911,40985192396
3.69726E+11,15877826621,14483003335,29519328680
2.80678E+11,20069599777,30228096359,37116834207
2.79355E+11,24976888800,18701331070,20730831247
3.5195E+11,14743853627,54529508608,36014742896
2.42625E+11,13586791494,23246076587,27106988386
3.5244E+11,41981328822,34610581252,32215771645
5.13237E+11,15969044598,11753264656,34917854786
3.13575E+11,16003822397,9636095450,43030860218
3.00386E+11,34443033781,22974877749,39585756456
4.39667E+11,16863303215,36267388586,21076665889
3.1393E+11,19236437335,18344378517,45950931377
4.88408E+11,26506742892,41702873836,34462049956
2.64591E+11,24432660794,15182050239,35361381288
3.78499E+11,22152305512,22649633066,24957501461
2.76946E+11,21063029194,35038204869,25223986056
5.38636E+11,18875905518,31634382058,24202253581
3.51328E+11,12430430268,16227866536,30675533000
5.23766E+11,39702866648,9111238592,27048385779
4.52695E+11,19218502033,37252671775,30101935201
3.24069E+11,18975881469,19509523463,30293889132
4.35524E+11,21720715531,19875236172,36504580187
4.95867E+11,24448045837,26118794644,22407009635
3.00417E+11,18619930834,10841979237,29460499255
4.88802E+11,11842912457,55413279189,29462369069
2.64026E+11,19892954239,12130662975,31734736097
3.46264E+11,18592843459,5569645469,48555815025
2.7649E+11,29061206135,10087488143,24739349617
3.10554E+11,18740813675,17211102676,32265205266
3.22721E+11,30702638011,22935060461,35972927492
1.83681E+11,19403865645,15368470196,52215927555
3.40346E+11,15341267975,11202132426,38133852246
4.01808E+11,9770200327,12148177814,42753496964
6.0134E+11,13303369901,22008478050,46526133725
2.58893E+11,28248211365,30845879586,23011990379
5.51263E+11,24578710054,14636745093,26550789237
3.45531E+11,13353569734,17956500937,22903476556
4.67214E+11,22262333567,48978768462,21318654854
2.25467E+11,19189466666,39326625433,42811935576
4.16341E+11,15682418446,42691481226,21898087586
2.68982E+11,23546547001,15111030960,38319178137
3.17188E+11,20345689642,55525921817,36979621039
4.26806E+11,24627738270,31882345126,33764999482
2.80579E+11,29285813442,8936069771,20115906126
3.18458E+11,14182994904,24742939954,24233486913
5.02661E+11,17445150300,56877007431,31036507888
6.51299E+11,25483717302,8996736951,29136418023
3.40806E+11,12769646602,16957116296,24967813586
1.93571E+11,18387498809,14754831682,23567465943
2.23423E+11,17676532518,15373344605,27535082342
2.61679E+11,21660023669,22669355269,28304449731
4.57418E+11,20498897834,6185027220,26304577579
3.02453E+11,16672735443,19461823108,36844511298
1.96368E+11,34935017306,36460342464,22700980909
4.16772E+11,16956937470,67491027716,32175992361
3.53106E+11,19633152836,35829102093,32706835038
3.9567E+11,19244333852,14852031865,26219671629
3.07587E+11,21658602926,10381333089,31621772709
8.52175E+11,15941957733,20642015578,36686603806
6.00322E+11,16385392033,13891903507,35968174105
4.94959E+11,33783104376,39632587115,24180129785
4.64407E+11,32855912008,18643598244,27624816713
5.64112E+11,29677099648,12591263946,26488158935
4.21373E+11,13051132343,18431942839,43024882181
3.1396E+11,15402991019,12803476166,31019217277
4.65812E+11,18338099304,35765636925,41032034445
3.7709E+11,17563799348,29187656068,36543712103
3.27096E+11,17326687022,14973220419,27454706946
3.22879E+11,17810805513,15903431997,37617391971
3.09299E+11,25409932963,11344301671,26029749161
3.18379E+11,25643687117,33447062069,30152078738
6.15059E+11,16384908223,20759864330,25168927675
3.07508E+11,15746789350,18221026386,19598813732
4.58586E+11,17394372602,25910551066,34396560296
6.66046E+11,20231640518,11872815919,48723425744
3.69086E+11,14501304180,50654308926,39635645982
4.8829E+11,13898495706,14123284853,26010640792
3.64619E+11,17071111913,36038385152,28698579287
5.58507E+11,31872074025,40513815906,24532163858
3.3135E+11,31309690979,48791229601,27767502921
2.53823E+11,18321785543,12397328015,25940250910
2.66428E+11,6725085578,19265786882,27188168123
4.1251E+11,18736116747,18108187771,33899714362
2.91953E+11,23263063431,14924740054,24774504865
3.46923E+11,14188880504,46613251817,31210246333
4.00106E+11,14901832751,35787085328,30599654704
3.46101E+11,15032825767,12503324171,23846266249
3.27699E+11,21907677780,14008332969,38432963821
4.1648E+11,24333727029,17327976686,39352101965
3.2466E+11,28991240032,32772740879,28692144168
3.81157E+11,22957312413,12139658556,44490727546
2.88743E+11,10276030807,10607333809,36367905554
1.98317E+11,31871702516,24375473669,30277668424
4.0215E+11,22249872845,21745527704,38894809191
3.55396E+11,23463346171,25165817135,41716785074
2.94434E+11,18955886090,23575351865,39083571193
2.53216E+11,22297017995,5752871280,37915817238
4.37298E+11,22279541515,23946383747,30245602325
3.92733E+11,19973687704,40818517777,24640707398
2.68476E+11,35341846243,14625730179,22391038573
4.10026E+11,19602968712,30975457741,19513431370
3.66402E+11,24821368958,26830206662,41403155731
