vannamei,monodon,other_pen,macrobrchium
4.59054E+11,25384280039,18966081914,36816795686
4.22724E+11,31858300635,11385628725,35582566960
4.85875E+11,19291347725,33120501377,31287422235
4.43329E+11,15911624789,27474933333,26734226458
2.26116E+11,41952281705,26363998358,32977239786
4.51751E+11,28611715470,31437843345,22914032695
3.22666E+11,19006686151,21365885088,26686446202
4.87396E+11,22022476416,9821157066,17397353673
2.95888E+11,17340227650,31066028481,36860692110
5.31234E+11,33492081165,17498220680,17432244291
4.79754E+11,21456534116,55411195491,32299780982
4.69883E+11,21399141029,11024235478,35682717273
3.75177E+11,11110474553,34806053490,29083343824
3.5766E+11,33313211108,90409733003,25826402635
4.35586E+11,14470405337,22099345094,35799137575
3.13829E+11,22272412977,22660584039,28646457106
2.91946E+11,29453919347,33640345069,58493189506
2.46519E+11,32542223577,40190053350,39831507946
2.96677E+11,26162055171,9093563495,34914849771
2.01411E+11,33375684143,26432035882,34809331310
4.13396E+11,22814642629,16817872837,35289325001
3.9981E+11,23553443284,29378617940,25010112502
2.54452E+11,16620501665,15468949009,47295163710
4.26268E+11,28586352084,28982574654,22554709789
6.59438E+11,21544817308,20366036234,30410036704
2.8975E+11,29165215954,42172300706,28132391002
5.2162E+11,22140915183,17603954740,36148711126
3.05604E+11,28625991985,25623458562,21565511618
3.54569E+11,37458013275,49689974103,25222000701
4.78487E+11,22877361609,45886374631,27157278441
4.3023E+11,25861728545,18885047300,55601210785
3.58517E+11,25734834567,39917067672,40835172116
3.2334E+11,10505086521,17291250517,54903365390
2.58605E+11,18067924127,21953805528,19079289845
3.86313E+11,12763535381,7244050311,32608887339
2.67945E+11,19124602959,18705373286,38503640694
4.61927E+11,49095424601,11545756618,18651607389
3.67917E+11,23029727124,22890652514,29438969413
3.41523E+11,14015236263,23247062196,29493223914
2.36802E+11,31088740275,18338725661,27991968278
3.73065E+11,23460348240,11255067598,26623985557
3.7907E+11,20764703203,20386157486,29281968252
3.25716E+11,19168373487,31082139404,41466911032
4.29865E+11,25545336050,32986266385,28699757754
3.02369E+11,15905300477,25966777475,41118829856
3.04877E+11,20098868318,8443637753,41024145092
5.07144E+11,27167449225,18301764283,26298120043
3.18222E+11,24150377258,26976280191,22499019046
5.33874E+11,15246041813,64138306501,30653917295
2.92521E+11,18107926393,35765631323,33269439398
3.0343E+11,29768153453,23417354442,35292929558
4.86464E+11,18319216460,19190375658,29460212498
6.05577E+11,23982946904,11745067897,31701536237
3.63865E+11,17448879232,7930764299,25103318969
2.0765E+11,23252878254,14541210188,18232189986
5.32797E+11,18269001783,35683271401,33223874996
2.50132E+11,16756297681,38547351469,28354031466
3.78519E+11,32152593690,37728329267,31082536971
3.6462E+11,11935511957,11045621770,32093389015
3.16733E+11,16011955447,30320801758,31145605265
2.46488E+11,15289086977,7597448194,27885626746
3.73876E+11,13773963120,24598476118,32208202194
2.68313E+11,21698021368,38301929953,34725421566
3.58622E+11,22084430781,15927628279,25593025710
2.91812E+11,22060545734,20705204473,28303017483
3.69435E+11,24155631757,16927481295,23329618447
3.66433E+11,17768916859,62927498039,36531461792
2.60186E+11,27048233725,8253320669,25181252281
2.56202E+11,19431036687,23848692403,18985913475
3.11227E+11,29221569138,16554729916,20175039193
4.65828E+11,32145365688,49889539323,43641409722
3.12496E+11,30412866404,11780492545,44735698842
4.71438E+11,19124701575,20139035450,34966654098
3.6611E+11,13710437974,27415126990,39170275007
3.97639E+11,14801516772,14895802781,47919516593
2.31294E+11,21064426235,40879697554,39796269997
3.47427E+11,30666441642,15537536365,31778940088
2.40589E+11,24155228237,14884667221,34039687441
3.30265E+11,11069001332,26169207568,21508815742
6.07628E+11,27495873219,22733228294,35565432544
3.78599E+11,62255542875,8958297581,29249467111
3.23158E+11,39861949202,15441832736,38026400112
1.99905E+11,20589688457,14985946741,48777091904
2.03073E+11,22841883008,19907237399,50219078629
3.74766E+11,11070633107,16420384196,31503320029
4.45345E+11,32670734647,10397411721,27377406329
3.1921E+11,32985047903,19474734663,25523368766
2.42614E+11,15785216146,12156443984,22943611975
3.12451E+11,33408722067,14963971375,24367947847
3.15686E+11,24388334860,26408932489,22021228121
3.41377E+11,15561296971,33615783732,36147153755
3.8437E+11,45505576635,31564287779,31765956505
2.5894E+11,18798194773,51353253761,23548071551
2.59872E+11,11488510159,36655732202,40296710205
4.61673E+11,37819231349,15272467411,57081822765
5.1119E+11,21834554115,19666463115,45023667926
3.11155E+11,19763476177,21860053766,35540888733
3.09998E+11,20692167220,17712634499,27578611455
3.21399E+11,17515245285,32357355774,25828058462
3.26051E+11,23905926785,33974520467,39502814185
4.84034E+11,18386583922,32599096003,21868349023
3.08854E+11,28181957610,20076010273,27653890350
2.35433E+11,25781214996,15067111593,21999962266
3.08601E+11,21404522348,17424233762,42284902572
4.24307E+11,21661119546,7753192511,17794839558
3.53893E+11,15993372238,13306427222,18106061213
2.35681E+11,13546271678,8581599727,27055516450
2.98478E+11,20464971874,19414483675,36361651448
4.38367E+11,13496338087,14230672181,26397381628
2.03517E+11,16934526135,31071255559,42206383318
2.21995E+11,15654878081,15404424075,27448863496
3.09701E+11,12645429639,15315056627,33888976995
4.03923E+11,23004226353,12072511244,20536225405
3.45456E+11,12925541994,18354418402,28030055814
2.83504E+11,29757845963,76802553117,34982019718
2.78501E+11,21914275676,9541599492,31766780705
3.79675E+11,11834985347,24860884813,27937588298
4.02903E+11,12635675549,38323131725,33319990820
2.20859E+11,17733917382,28548459090,34195469745
3.8542E+11,19561998981,30679735717,29080603371
2.65282E+11,28193962773,13236634011,44184961280
3.8965E+11,42332310894,26500286997,37567503707
4.10877E+11,34731939370,10224855556,29203967555
2.78517E+11,21268441353,11940990286,33436746427
3.655E+11,18867294548,28605204790,21884813219
3.32869E+11,25076884151,30686617152,23269854585
4.97113E+11,37917933193,15986367819,29110278826
5.00934E+11,16648767561,32536647974,38140178319
4.50964E+11,12023425968,17771414941,26738655782
2.28967E+11,25140966186,70871526495,24548318890
4.75473E+11,13699536259,9836317190,34131281927
2.54641E+11,30143795028,21621614948,30902155579
4.27497E+11,37845789094,15925146164,42508896180
3.87063E+11,14729165023,21021824683,24976467615
5.90779E+11,20736787932,36260981114,22651253107
4.8974E+11,29085264355,30754051449,32296891971
3.79629E+11,30334292870,29342272351,31345114208
3.31387E+11,20779864182,43527802227,17013343219
2.8411E+11,17272698684,13511334674,26180272773
2.05184E+11,32074927197,21569978246,21578584167
3.87529E+11,26097020256,20226719855,22774704295
2.72213E+11,17714124607,22803990377,38514497298
3.54801E+11,14563169528,27991605679,22069303334
7.90237E+11,20757052394,18658526875,35460959008
2.68104E+11,28930103379,20252604227,36487547035
2.24201E+11,22074144297,8888045041,24002463251
3.5866E+11,10370047958,42549573314,39528008077
3.923E+11,19215264045,11520726557,24841190060
2.81179E+11,16313047343,21516710664,42035417963
3.94024E+11,34030992461,21153971914,26371291449
3.19077E+11,45162887167,58835499243,22375248757
5.40937E+11,15388973392,39595222012,42444983216
4.38605E+11,15266498896,20660733592,20731522401
3.54409E+11,26287340404,9499656157,33807361222
2.82492E+11,20330948173,12634712165,26436337000
4.17865E+11,22303727030,14189092622,36969516109
2.71255E+11,14562240867,39446299583,28318504078
4.60638E+11,22261750034,19002848995,21106470718
4.38569E+11,33293342254,25241290233,34222699055
4.71266E+11,24548131711,16973679137,29749851969
2.94559E+11,19986739217,15635231989,38641999781
3.1038E+11,12664275144,28267054881,22995367196
3.97083E+11,26605575030,33917971335,25587040671
4.23388E+11,25070920032,23813580469,31715062276
3.18386E+11,23072776889,12735559753,28055312772
2.96014E+11,11421634997,22496334069,26720698769
7.22052E+11,25731049260,31342294283,36618251944
3.22014E+11,31613020105,29593224517,45416597171
3.66139E+11,29054388933,52664753347,27734555557
7.85726E+11,12434226380,82309918050,34026127168
4.53174E+11,19549767712,19328188732,29067554755
3.56146E+11,14654967740,22093816756,17042188049
3.5108E+11,38870587232,10987861310,46986392228
2.89037E+11,31173987588,6987339334,31675561770
3.5806E+11,12664558349,10325724558,30330131269
4.14586E+11,15734851070,25736327959,55149454037
4.56914E+11,14643845046,17461050910,31100525572
3.57675E+11,22849339861,23501501987,31436628522
5.05097E+11,32977779065,13261702366,26925458953
3.97623E+11,22604618560,38386663346,32727402794
2.9695E+11,15572916818,9732326712,43378113844
6.22041E+11,30723272563,16633444327,51154093163
4.53383E+11,18900479948,23921595554,56398164065
3.53783E+11,27718766240,21030001321,23140071988
5.53296E+11,32799994720,17028165134,32097760558
4.78581E+11,17854948132,35132071514,19477775503
3.52805E+11,23565344493,17536264414,45904890528
2.34705E+11,29635930707,13652072213,34646599340
3.01654E+11,40322209892,27767628832,35843345523
5.50614E+11,15619769111,16060890476,32725545474
3.16206E+11,22107046709,33516497220,34196680296
6.0478E+11,15649259476,21148037575,27165778841
4.19608E+11,23289693668,18217385164,39071507402
3.86695E+11,21703517181,41373175730,19414922037
2.91333E+11,23444684689,24580084177,34658780002
3.17119E+11,46734525501,12963510397,40231732018
4.79015E+11,13323270465,26906178847,41337153842
4.00558E+11,25382355910,12389638762,19152061132
2.96869E+11,8748327527,15923835967,23895231016
3.01564E+11,25003124639,29433063738,30387553014
3.97398E+11,13940966723,12891980880,38986034363
2.78375E+11,18577942875,34047772764,41505860667
3.69944E+11,20182204964,21514459072,22952776923
4.39636E+11,7401845405,21750589178,41889142336
3.6612E+11,19973017527,16776485969,42587962157
3.41099E+11,26977851295,17510940386,39869710281
2.80867E+11,16593547399,17344447392,50347944153
2.40442E+11,23923863282,33324871952,27491427199
2.97997E+11,28549118277,13604126690,32519108076
3.78341E+11,15013442268,18004617609,27538942888
3.73753E+11,24339777439,30542050777,32972994381
3.57635E+11,23844693885,15399626152,23886900567
3.73315E+11,10115398864,13145755360,32743180660
4.95729E+11,27479732384,11663454688,23442741724
2.77324E+11,20017817681,27225193682,28843056839
2.53697E+11,22779522155,21288276608,29555184193
3.95736E+11,26958288304,19374776597,29298475155
2.81036E+11,37659047554,11465592306,39670737173
3.61293E+11,32951843865,16795861110,25002135112
3.29533E+11,17487506911,20943297329,27050913657
3.32322E+11,20898785513,20638167093,27924284438
4.03927E+11,25081584196,11780100520,17494700714
2.64717E+11,15802805320,12253183030,31232012282
2.9155E+11,26112081071,11996092883,35563240232
2.1701E+11,18404072345,32865651535,27100584677
3.10275E+11,16228962053,33191338352,31770422781
2.30633E+11,20269454028,11633560714,23733605151
3.73268E+11,14254863028,35785821788,24483003906
4.22159E+11,13736606123,20235596695,23788003546
2.63581E+11,19758747628,18752780371,28053747282
3.60004E+11,34264921176,31230709983,50558912219
2.15644E+11,8298002364,16764037072,20209145098
2.65541E+11,34118803946,25571031354,27815099348
4.48015E+11,15246430333,28971102525,26517822472
4.59158E+11,30003184553,44953743197,34959948992
2.05666E+11,26457338809,29159377661,41721375285
3.77195E+11,33251643415,24119578864,35312842845
4.08504E+11,31937641527,27721975659,36060450351
2.46739E+11,31146312928,20732955926,25322974047
5.13767E+11,42710626577,35455982917,40023023915
4.37614E+11,19612454302,24660682429,23069486657
2.09629E+11,14963716997,30266401509,10376290701
3.03806E+11,13512605893,27124422388,43968366273
2.66497E+11,14338174305,31904412156,25296797616
2.12315E+11,17429056453,24370812005,29113768834
5.13753E+11,14779193703,25304975754,22726045284
3.18801E+11,23203842954,14963853987,47721136366
2.72098E+11,16262735366,6905005126,24618741544
3.46965E+11,31980334581,29552186615,28893413939
3.31469E+11,15242773167,20431170438,19843941066
5.07443E+11,19510108486,12150813849,28286222242
3.01136E+11,9695428366,14215851661,43640485009
3.43672E+11,32557127533,32482130275,30582608569
3.3854E+11,21388624323,29238769766,25202280352
4.20196E+11,12191670601,14554746614,26685601860
4.19512E+11,36576422250,17954812219,24740797448
2.96527E+11,23094960488,19329434532,28695990281
3.86424E+11,20699917402,52778757360,25365842506
5.34525E+11,13745413492,25767696761,26150896723
2.7953E+11,32972152445,25363483617,22635696832
3.07167E+11,18638389644,34488179238,22345675703
2.58902E+11,37768862738,52590386348,25271831192
3.6536E+11,15973066141,15402638516,28230919059
3.05542E+11,16471895991,10722651114,28635194353
5.11396E+11,42354665625,31298740999,26684319414
4.58831E+11,35353150518,36568570757,25870460489
2.88337E+11,32331868797,20036850132,39587207653
2.95428E+11,24581439338,14521956246,38510412761
2.42121E+11,27426592479,28425385991,28868843391
3.14741E+11,16627876441,27586932671,49875166804
3.61086E+11,32675007430,27776100737,28089533512
3.84258E+11,11669797519,27949157224,19109640910
4.5158E+11,19331165442,25661456791,31693024074
4.40218E+11,12615578723,25172607576,54287570843
3.098E+11,17823657789,20946382074,23795039884
3.41636E+11,25058449998,36814960177,43315744752
3.55331E+11,36656027818,42925514222,30862326194
2.96111E+11,20767185179,13364247109,33503754410
5.36165E+11,23651877566,44821929535,29028011934
2.52939E+11,16588291144,59448257254,25218594809
3.36197E+11,26923734342,16473744526,37319747286
3.66823E+11,18628554476,18441787238,17683042224
4.10292E+11,14429790687,25989579831,44434737319
1.9027E+11,21461149366,47273342982,51420659234
2.88352E+11,31153688234,20278832660,17013015769
3.34111E+11,28679197604,13313576720,33783204688
2.2649E+11,22942530865,9182875447,26009058716
3.75608E+11,8830318342,46105392424,40299483574
3.95853E+11,12603711452,19767369144,40349629597
4.11993E+11,25338026721,17365116592,33833314425
3.808E+11,22843237175,13329460612,21629132704
2.61727E+11,9903783769,32738399885,20248683499
2.73445E+11,18924083560,19768663805,37233761934
2.81245E+11,23059049770,14208007157,29396102411
5.31415E+11,19339221608,15434561523,30017036005
3.51372E+11,30129811791,8762764113,28355292617
4.07142E+11,29904274183,9741838018,40321763433
4.43069E+11,19347010393,13898700755,35717472761
3.50806E+11,20469661150,22261994741,34776070613
3.9078E+11,26998738450,48260680347,38325114276
4.499E+11,17489096181,12251883338,31526679856
7.03048E+11,20985172404,23524279842,19566522748
3.54295E+11,40836955563,24332499013,24120838791
4.89902E+11,19089535284,38537803263,28433937222
3.31055E+11,45294273130,24389742109,29458972787
3.80737E+11,12740671096,7998414439,30160913666
4.14958E+11,18483415456,49667797370,26284305425
3.58988E+11,27727472277,41858412274,32892102547
3.53822E+11,23384162832,13627986156,47473811889
5.15003E+11,18621687906,9574438631,40538710760
5.16815E+11,39082437133,19219108394,26017669305
2.72264E+11,21009399173,19448922726,39744590756
2.9741E+11,21484666250,11526776055,21681477329
2.79999E+11,14410838717,23868205341,38118269487
3.33342E+11,19941216029,14742012102,34753785199
3.01448E+11,14438735834,25619369209,40853132919
3.57049E+11,37288288137,15415033904,37698164653
4.40129E+11,13764413715,17896464654,31444711365
2.86507E+11,19368075397,11440585967,30660804627
3.35218E+11,18396034706,13983892358,30495182480
4.22927E+11,21734910288,34518858511,33478813689
3.50852E+11,17767556951,20972308369,32903456845
2.12972E+11,19695832890,11592905375,19708697569
3.6295E+11,25628202738,25428757699,31581147179
2.9868E+11,16251635416,18432715588,26580837259
5.44512E+11,17494218678,22759279913,41152577268
3.36898E+11,14701464970,33840050775,27714752705
4.26754E+11,30871213733,12142467090,31216730241
3.06384E+11,9167144502,22792437270,32149596609
3.89038E+11,17645625186,20743924543,32230205514
2.96694E+11,18767652863,17582578865,29520123234
3.89252E+11,11296873034,53761640161,19828020123
3.25745E+11,28598493572,10950200073,28556990514
4.75914E+11,23459699851,14544452188,26652007719
2.56508E+11,29948471364,39275042622,34290488961
3.45398E+11,15590606947,34870508091,28511302353
4.41177E+11,25267074400,25367982818,24573817902
2.28221E+11,18277309325,10299870139,43916982887
4.70796E+11,11938184352,12491448628,30439606096
4.55635E+11,23776450516,11389596330,35369343680
3.22593E+11,18794440132,16622969204,19847185741
2.88217E+11,58822831032,22193113997,43556629121
3.82382E+11,29285240682,25266655901,57546189541
3.11952E+11,22064822522,15590993306,35714486855
3.72869E+11,24133826286,48950306972,29320178233
5.58596E+11,28306919313,12500044138,29992014671
3.48293E+11,19671542707,9878992283,35665791522
3.02289E+11,21962497698,28244585510,26123856190
4.54762E+11,19871217681,19994694053,18104929291
5.02945E+11,18927837013,11522157964,34124671885
3.93786E+11,19622653162,14462884577,65171622966
2.43372E+11,24318805474,45275553935,37001068535
3.53864E+11,18170072994,22715778260,24356563469
3.60265E+11,38387446130,34758235227,46341061539
5.26387E+11,26805572153,14054433843,36715731902
2.9777E+11,45896905173,16140488782,36579939320
4.26385E+11,20778834657,25400270390,24259167963
4.8801E+11,23231199145,17201810780,26490044326
2.64694E+11,13976892980,11406467026,36351980768
3.30005E+11,20748614015,45407127878,24581772373
4.1491E+11,24802214110,32860698947,29151771887
3.15017E+11,14398459718,20086326995,24120782421
4.73537E+11,28782783649,12678494281,37947278372
3.86878E+11,17705781615,35468447094,35527134451
3.68437E+11,14244902283,36499696501,29448182334
3.31544E+11,13082581405,24151675627,35020788513
3.80205E+11,15741836884,16178696242,38988339161
2.86794E+11,28251833307,14744917816,31451876038
3.53488E+11,17520074362,18067354477,20744297900
2.69201E+11,31448674809,23137310401,40776687096
3.31443E+11,21510133329,30068829728,33569830084
4.0843E+11,16423017381,35382376119,38464285948
5.03149E+11,17782772136,70206300096,40703390130
2.70031E+11,11395278724,25838728689,23780542850
1.93293E+11,10025319405,19226526288,23842539492
2.59007E+11,16278613023,11077055753,22694718760
2.30497E+11,15296124785,28773727728,21685467322
1.98432E+11,18142832699,31435610151,26908318748
3.21356E+11,23932430527,25799152079,19766090121
2.4233E+11,35318899997,18910501435,52350944945
5.28278E+11,25510741329,15938110326,27046616823
4.33739E+11,19214552560,37938636552,30685343302
5.02812E+11,49800651871,18984573242,25657470956
3.01337E+11,23840178053,24865588103,26753400822
6.18114E+11,21249479923,73730058194,23298422089
4.11295E+11,31724314867,7617760336,25623919776
3.97268E+11,13798004751,40217556257,33877323523
5.00893E+11,19652380093,37277612091,31375605881
3.55315E+11,20847879702,17312960510,33874728368
4.29607E+11,22589090059,25630836035,31942702389
4.68162E+11,32182813062,10156130571,27923315987
6.072E+11,27301070763,28991370542,23154114632
4.73742E+11,27107946806,17468096038,39516449240
2.83165E+11,31811344360,24301482393,38422040265
5.80887E+11,30660764300,32527441833,33133354658
3.97989E+11,23383040753,36263151249,18565833751
2.87252E+11,26355413716,10626510747,29087826678
2.57557E+11,15904547180,18699108351,43419860853
3.59431E+11,14442487138,33670291315,26782627294
3.40456E+11,40115747659,29851026644,25509968467
3.39991E+11,18825207824,14415881042,40608246273
2.95833E+11,20609556153,21021308138,35681449201
3.30428E+11,18110429951,21047855184,46372773088
3.92829E+11,25321331121,63462542509,43336698661
3.96075E+11,15448847523,35517821013,25509083292
2.55807E+11,13326064213,80237066976,50045552940
3.36865E+11,14817935905,24340133400,32454003739
2.63183E+11,15773039614,16980751805,26250183303
4.25746E+11,24234123750,16799382431,28827460172
2.67404E+11,30222731909,18559622907,31135636422
2.80763E+11,33821857857,30604619275,34386312021
2.65174E+11,34817170052,36071610403,46781646498
4.14064E+11,26776932379,20693086117,27654989013
3.28477E+11,22336393127,19547857111,24042397002
2.91173E+11,26624569334,25736111749,33153533283
3.82173E+11,21433413859,26518673382,36279728828
4.25159E+11,10565050648,75337800110,31809387726
3.24551E+11,22947266244,16803918279,28447356136
2.82862E+11,13216321873,16214081954,25180935565
3.2798E+11,14865119661,55312811488,42017304346
2.61123E+11,27478491031,32017979042,26177041348
6.00968E+11,14740985175,9904518470,25339088011
4.29938E+11,16251085552,20291062115,32435660957
3.55999E+11,18849549535,28441008220,19915406019
4.02392E+11,25613601863,22291688737,42913544354
3.23466E+11,17295810171,22191520868,35706237973
2.83551E+11,18767685563,19987669095,27498174807
2.36967E+11,25763056062,22724073186,36779052624
3.10335E+11,27146846213,10296977885,31487513761
4.51271E+11,37864614509,17750022687,30285413628
3.32329E+11,23049622055,27204052473,43203010860
6.07075E+11,19999810545,17727705214,30386151225
3.65631E+11,18446285181,41546569110,35845541500
4.10079E+11,35585016067,10518752310,38885030904
3.28185E+11,19359999934,34861486749,41963467152
2.56968E+11,15806439181,11127972344,28852522480
2.26502E+11,21785271986,15377915197,34703440509
3.12818E+11,27212522106,12735756818,26295125635
3.77916E+11,13971487536,22588827162,41619304776
3.19688E+11,27354870232,45605472434,26052625370
6.84668E+11,20322150170,36408760838,22555110359
4.53577E+11,16777469472,38636615322,58244419741
5.67362E+11,20255444849,26881144877,33193034489
4.99101E+11,22545877534,20154853701,35990442786
6.40161E+11,29100192368,23414883817,16746328945
1.6243E+11,25705816961,29330927044,34253684314
2.22822E+11,20051881889,24041748960,35812937848
3.83495E+11,15933855703,32704540425,20145389365
2.86114E+11,21617366728,14474429873,35642157037
2.69927E+11,23095063471,13354437294,30577957916
3.93127E+11,26069739915,16939049245,34554055522
2.93981E+11,28669571379,24077433565,46287483924
5.26646E+11,20107834238,12707001140,61603270988
2.0234E+11,30939963541,40937397473,20216858835
4.23386E+11,14328921449,20734980279,24155183063
3.57668E+11,31916128061,22084683026,34409926759
2.42072E+11,17753617461,23968960055,27308103247
4.26241E+11,21378352514,18416329107,20957853162
2.67566E+11,40037940763,21056337327,31084692279
2.57541E+11,37166968360,28002604985,19512731831
5.66006E+11,18493844207,14531865744,33584459988
3.57992E+11,17725255086,11696304319,35846433791
2.83293E+11,18335645959,33951736641,28669139208
1.82756E+11,20149903296,21900879380,20067952664
2.74525E+11,15883105685,38271691072,26714949919
3.04024E+11,15362903599,19018200614,30225062656
2.04904E+11,26110405498,30025570116,31862672022
4.44317E+11,37648501436,12583276694,37080553164
4.03344E+11,16536538288,37171632713,26041749511
2.78552E+11,59517532922,15160697115,47040251050
2.63923E+11,16045907238,11609925690,48147580826
2.17308E+11,16939010198,22897459839,41111368626
2.36647E+11,25224828593,11174442858,30495635830
3.74137E+11,20781524510,36700300979,21127422065
2.46799E+11,14040429534,17340466523,48007048298
2.30104E+11,20795449634,13500996276,34331302565
3.91627E+11,11656151570,20738861770,37406390785
2.64733E+11,19059547256,23657586312,28411811498
6.43067E+11,64293351191,22123021036,29149185535
2.44528E+11,20658779757,18947592122,30343175506
2.19547E+11,25399235485,23224190790,37616246390
1.67187E+11,25296799944,36296611664,19170533081
3.09575E+11,22202422813,61503635448,20472792561
4.36521E+11,14381223023,20276336721,22990808268
4.52929E+11,25046238037,18292569444,28641413904
2.65897E+11,24962674564,17151376865,36547116014
4.76627E+11,18876948459,6787527735,23727671854
4.45535E+11,12941686065,51653127082,30970640730
2.68843E+11,24243498677,34499353216,38696907439
3.38176E+11,15034962323,8396934813,32721400907
2.85262E+11,27679216377,32602244787,22160554329
2.98471E+11,18241683031,17782359879,27735066178
2.59719E+11,21859993030,38918720455,26383295248
4.25725E+11,21487259277,30274197905,39938998178
3.0028E+11,22032496886,9565084752,30404101948
2.79588E+11,10814791026,13904191614,33541746246
3.0873E+11,20023941160,29952568236,25321526837
2.71413E+11,23115778794,19174499932,30597708468
7.05789E+11,15166344652,16286391650,27700897136
3.30137E+11,18188260584,12423434376,36424251849
3.14474E+11,25374551233,37112109196,32955779498
4.74982E+11,30505793625,38675420879,25139425264
2.4683E+11,19763313851,54503901051,23929815156
2.68574E+11,22274470581,23972328927,31524901520
4.64024E+11,27431782303,19030110657,24031457601
3.80544E+11,12929166665,41776391107,33929274711
4.36537E+11,24593566621,28848228795,31295540898
6.70256E+11,15358245878,23012090045,39441112916
2.35933E+11,16458476002,15730658212,38151318846
3.19578E+11,34159653414,10866663319,25095756769
1.92179E+11,14455459385,17467143693,19085904209
4.55601E+11,15931669822,22154000416,24974098758
2.37639E+11,29257203435,26729852286,30561370536
3.00079E+11,26968736953,17740061515,17892766542
3.82195E+11,14582760965,6209857523,24223254012
4.68641E+11,20664137352,36009404059,28798355540
1.80965E+11,28990904384,23261304496,28834743506
4.76812E+11,39648261805,10640376551,19497252698
3.5976E+11,25978615432,33275716643,61640687963
3.0741E+11,26421287131,18903479514,18594321437
4.77282E+11,18756216222,29361106275,15960971327
3.43854E+11,13612495194,16582023870,21564170657
5.08072E+11,14655769748,37345392514,43163743845
3.08669E+11,25806309250,12324044897,20851461413
3.80593E+11,28818550482,12233287242,30559439723
4.16223E+11,36303391397,28371601236,20736696563
3.22987E+11,16319662218,84915738814,32483446426
2.4925E+11,16488880461,18519672078,22176309955
3.88631E+11,35324094026,19755624273,35995271119
4.48328E+11,23422230769,42737025745,41508097820
3.19331E+11,21337446311,37882084872,37949972225
2.89369E+11,30393391869,28955817063,29052135394
5.76546E+11,14219059352,12725405694,26705992742
3.45407E+11,20127305841,35039673008,37472343266
3.82052E+11,20803931886,19346434390,45357750605
2.32265E+11,16454130899,17832353095,36528689231
3.49516E+11,11656305232,26472993414,26886765521
2.62177E+11,19241136402,24992421501,29327666667
3.32644E+11,20690910455,17334640853,41237478695
2.96055E+11,25587356475,15060751357,27502831106
3.45355E+11,27778624669,40653376269,28316019897
2.79323E+11,25829414826,76277368685,20667446756
2.42437E+11,14561313544,15157651078,36917689935
2.85075E+11,13240769680,20029138787,57170147824
4.65908E+11,17946132202,14039944887,29947764460
4.4177E+11,13968146523,26873916173,26350974980
3.14613E+11,23730551025,11143578484,33065252011
3.59159E+11,20120707387,18927026732,47958964191
4.07821E+11,10994932809,10335937835,36196228447
3.13611E+11,15377096316,50580945079,35786907037
3.32184E+11,21858439816,42533643657,34936149539
3.98414E+11,35491828803,26802616174,31412950718
2.38483E+11,13390961338,21911483199,29939859359
5.72312E+11,24456600524,80809845052,35021246277
2.15576E+11,11865750141,13198374079,39100521264
4.48456E+11,29069298366,21287190788,17806757103
4.00604E+11,16101932246,18503774993,37004115349
4.43318E+11,14780118788,6640748850,42802655310
2.42946E+11,24284067108,27848969277,29017030939
2.52592E+11,27368181284,14775930459,32875740641
2.46679E+11,44438293435,17956366333,25098477988
2.46881E+11,18685733898,10463994381,34387436503
2.41647E+11,28970793484,32789954745,42767966621
3.2386E+11,18049092855,15306892942,26845814556
3.55644E+11,22587608184,31324017375,42684006739
2.77339E+11,16540450017,22720756843,28220619037
4.16365E+11,14180412665,25341465987,29220703756
4.32687E+11,15721063930,25088749973,21644853543
3.52993E+11,26543388732,20687342306,31748613864
3.92016E+11,23978519688,7460554431,22855522961
2.34108E+11,12041139046,23467916578,38133306324
5.09889E+11,22044588078,17957504144,43278273650
3.01287E+11,14828532579,39467419247,47482999011
3.79739E+11,26698416266,40163297750,41857241975
3.25814E+11,17461935322,53756737071,29630432118
3.74348E+11,23152519994,48684789209,29355460840
1.85309E+11,19699840567,11261369601,28388109245
3.9864E+11,26694546671,25168889433,33746774087
3.65092E+11,17864505582,28510318774,30004095137
2.002E+11,17226342604,15796474371,37370113186
1.96221E+11,23396028673,16002978255,22342524830
5.11041E+11,19830066335,24894212053,46674616059
4.4033E+11,10035588993,21155557385,22006328499
3.68073E+11,50921699437,67534638397,30739614569
3.31886E+11,38270289303,42319608251,29038486946
3.18085E+11,38511787260,19362062792,42011710023
3.56408E+11,22341711310,15607063351,51668881549
3.03083E+11,11753507220,27619985424,42407468568
3.75774E+11,18593897303,22006871411,34345507685
3.36823E+11,19504584475,21526378504,32968029931
4.16157E+11,21036417657,43184445386,28074512051
3.85683E+11,31168953976,19072220843,30025217739
2.93272E+11,27286325055,38188272580,29376868425
2.43395E+11,15019116410,11367815973,37452471726
3.13463E+11,17448616291,22504088912,22970115697
3.43738E+11,15932459761,10676447280,31765920592
3.98222E+11,16925533874,21824510699,30609199737
2.40006E+11,37088374695,29561955864,29718040389
3.13502E+11,26784092796,20858824064,26320246221
2.42204E+11,15459102918,7883906377,19952068223
2.90535E+11,23629829269,17076289017,43776849029
2.94128E+11,26792411158,24936202962,29025732407
2.31813E+11,23652958995,14828590834,25042871304
2.32227E+11,12999072704,53336100230,32227246576
3.74328E+11,27509395193,31497201786,32301634810
2.30932E+11,22492741017,16321605280,40882909099
3.24858E+11,21970871266,29354172109,22661316283
2.12275E+11,16605460141,17651243500,31295840836
