species,larval,postlarval,juvenile.adult,total_farmed_d
monodon,3.036660436,11.01290341,30.91805474,228.4526553
monodon,3.038659277,13.07776487,54.60766746,177.2369858
monodon,1.977641511,12.04525857,46.91852316,185.9228444
monodon,1.147046865,17.03371297,75.05578164,193.1211471
monodon,2.488428993,22.266496,56.92599823,153.4209107
monodon,2.870598929,11.79827706,58.6545777,165.3680778
monodon,1.29832969,11.98081098,89.49490299,147.6494721
monodon,0.790100537,23.61736531,108.2860979,218.3777591
monodon,0.634805691,21.53305942,67.77290284,181.9844236
monodon,1.308872984,15.46239568,52.56854403,160.5723644
monodon,1.444262443,19.52643637,123.8362396,152.6087748
monodon,1.625532134,13.50292882,71.95903864,153.1302311
monodon,5.483169957,20.46979379,49.39242226,177.784789
monodon,1.563560732,14.94050185,98.86708265,199.2925258
monodon,0.865802354,19.55432504,55.10569896,177.208715
monodon,4.572006655,16.39705788,46.85178685,135.9753933
monodon,11.6287423,12.03305144,72.76184953,181.6402596
monodon,0.875503745,24.67482175,41.74945513,175.6150638
monodon,2.131483732,18.06801588,88.41809464,159.6480711
monodon,2.029481351,15.39860535,76.37844508,193.933972
monodon,1.279683228,15.77752134,74.32361455,221.0374698
monodon,0.911914989,22.96962426,60.97829224,167.9700146
monodon,1.255897975,23.18386313,85.53852368,149.2794913
monodon,1.598911623,16.32492029,87.96889204,217.0571658
monodon,2.784166299,13.97958191,88.31378424,144.8331632
monodon,9.127264065,18.06368648,59.32322071,194.2557537
monodon,1.467750939,16.78935568,63.95869008,181.8311539
monodon,1.107226906,17.52503926,47.77157547,206.2845372
monodon,1.199692887,14.86548932,99.55015502,156.8281788
monodon,1.643445363,15.72278023,69.50378981,153.8323153
monodon,9.141042796,14.29086059,43.38098658,165.6919679
monodon,8.757887289,17.27112104,103.7265557,159.4810822
monodon,3.677801072,17.30238771,49.77715439,195.8316408
monodon,2.658333896,14.09170198,72.72311647,211.33132
monodon,1.256719504,13.52535649,93.3822871,195.4376223
monodon,7.077464858,15.61290239,87.8209222,195.4133619
monodon,4.549490363,23.16133065,54.55596464,191.4555543
monodon,1.820443286,20.37402017,94.86142398,158.0635931
monodon,1.29711418,15.39369568,70.7484008,181.0714845
monodon,1.300122655,16.58489333,59.32778574,144.9713311
monodon,0.730008792,14.80844918,95.34046633,162.4406628
monodon,3.532587632,28.62470285,60.43600975,165.3093908
monodon,0.787054969,16.2864374,44.09586012,151.4374441
monodon,0.958223128,12.42384924,41.70037656,141.0998786
monodon,1.673850673,16.98659084,36.27444294,168.8620162
monodon,0.599973203,15.90143816,143.6611873,146.0616541
monodon,2.459155347,16.23501118,67.95493136,185.1633519
monodon,3.963439277,19.76646727,125.3642303,153.9324022
monodon,1.398638332,14.06650912,78.52973326,173.0261317
monodon,1.427572497,21.19776996,76.24291485,200.7997895
monodon,6.912523696,20.6934391,137.9998162,197.670368
monodon,3.239000454,11.95853085,118.3227731,152.1748141
monodon,0.885476328,23.31701807,65.14212817,184.6928787
monodon,1.189462726,15.48230672,34.83066057,156.8637591
monodon,3.706139168,23.42870461,30.85650339,230.4010119
monodon,1.553659207,18.05309188,61.61935344,183.7488417
monodon,4.702704654,21.33877277,103.1399244,182.2685154
monodon,1.201697281,26.33552422,25.01794172,157.8040708
monodon,5.319103742,18.54290088,100.7547419,150.917323
monodon,0.626142824,16.73837945,36.7840833,182.3896397
monodon,1.682313168,10.47510057,74.31281254,162.9157704
monodon,2.952221244,15.75628859,25.0060072,202.735786
monodon,1.045816226,14.01987228,49.85312886,163.9794432
monodon,3.808063583,12.52653281,70.867052,154.1357713
monodon,1.227915701,18.06746168,75.05231745,161.494912
monodon,4.127426141,20.22800843,181.8283006,154.7480821
monodon,2.369913264,21.46257331,60.80101532,156.317984
monodon,1.726805477,19.06319355,97.2486449,170.3793338
monodon,1.757606706,17.86402796,133.4672507,179.937358
monodon,0.809567809,20.05473091,78.36781335,138.5730677
monodon,11.87127329,18.76993815,83.15009788,241.5327674
monodon,1.595166813,12.66951127,83.95431624,164.6813313
monodon,2.780182242,20.95008443,46.60722317,155.659536
monodon,8.827120079,19.97705467,72.60444351,175.9390093
monodon,0.846112993,18.40646333,65.48084608,169.8465901
monodon,1.786197668,25.66411044,75.21882405,165.2978666
monodon,1.354115086,19.32860931,82.52026314,166.3615784
monodon,1.358348024,17.4686497,73.68140991,179.2198197
monodon,2.084811932,17.08044959,46.96759394,172.1718249
monodon,4.513352322,14.72784915,40.65354476,208.752588
monodon,2.831661909,12.89276092,156.7218143,172.1588215
monodon,2.610717294,14.81863057,44.46066516,181.0444558
monodon,3.492458087,18.56978853,99.74090371,171.3567434
monodon,1.264934136,19.75499712,51.18722831,185.3004602
monodon,2.597552093,17.44271656,107.3454085,161.4548545
monodon,8.937387218,19.26621068,74.78984303,176.466806
monodon,4.123834063,11.29385878,108.0044763,171.0015232
monodon,2.405058172,14.76221266,48.43141842,198.3960858
monodon,0.918035875,16.72738945,108.3254384,150.5049061
monodon,0.851169376,18.63764961,79.51776196,204.2333915
monodon,2.395191438,17.78758659,40.52997982,154.3607406
monodon,2.385507858,20.40355045,45.67106772,191.2299294
monodon,2.431287337,18.14536538,52.22293658,177.9697203
monodon,5.024544141,15.27439372,56.77905266,200.1985593
monodon,1.300149331,23.6198263,108.0376231,215.180475
monodon,2.304387597,12.17240419,55.50919869,162.7509252
monodon,2.288798365,20.33011008,47.9007194,153.6046164
monodon,2.395702777,14.98996417,97.80254816,167.2909783
monodon,0.75063421,16.79600191,50.9767029,151.3305133
monodon,4.025863246,14.14628723,69.77243681,193.8891461
monodon,1.361816822,10.50165845,65.40622527,177.800028
monodon,2.865357661,14.60560225,92.96836772,170.6942168
monodon,7.571535745,10.8837953,58.27986942,153.3568089
monodon,1.393606127,28.81527273,68.22804559,169.0521191
monodon,2.273605948,16.86307846,111.2996782,200.2377118
monodon,0.286532902,19.86011063,34.54513773,150.7933622
monodon,2.18743778,12.4092884,87.40250073,170.8431147
monodon,4.173629346,14.6043051,95.05622611,164.1042395
monodon,20.91417522,19.48742116,73.14925154,177.2822629
monodon,4.641290815,25.0007189,50.41431774,155.370625
monodon,6.0699168,18.55519425,74.40952419,179.7006539
monodon,4.65208892,19.53726462,64.4621174,170.5012832
monodon,2.907254456,11.60712681,88.59504818,181.9121318
monodon,2.633624898,13.34060873,55.54095743,168.7529399
monodon,2.379649958,17.39944058,48.66669667,154.7105885
monodon,4.212258266,20.59809953,116.1767684,241.1564815
monodon,1.411993428,9.833231379,39.72846856,201.9834048
monodon,1.76592107,11.82395534,40.18994127,217.4888189
monodon,2.149129279,13.20777842,58.78489212,183.361796
monodon,1.425656884,16.58890456,35.50681885,165.985207
monodon,0.509600011,16.51939272,142.6672485,143.9317541
monodon,1.558385731,17.70778,81.90468716,150.9166115
monodon,3.089775259,8.656348953,98.00703126,157.2028711
monodon,4.822265786,11.74614975,66.07743775,142.5777546
monodon,4.187359662,16.40746478,67.89230667,158.6882247
monodon,1.410826833,18.46959985,76.47768362,164.4361359
monodon,0.818500454,12.82067362,46.29397712,176.9286329
monodon,0.721287491,20.04748856,43.17915926,206.1451993
monodon,0.816413645,18.63060315,133.6629757,171.8237507
monodon,3.926541199,18.00487573,114.8686823,171.45106
monodon,1.636096057,21.57265576,115.7872259,174.0628616
monodon,1.91616731,16.47901861,76.88385753,182.4924629
monodon,4.820610461,10.89406485,87.48614335,169.2613159
monodon,3.13478698,25.76962049,63.24538645,162.7090821
monodon,3.301864416,14.83231657,66.04498719,161.3857507
monodon,2.299257353,22.11770338,60.04601274,140.4105235
monodon,4.375692639,23.1322733,61.32717748,178.6376366
monodon,3.935308348,16.48370303,61.09874527,175.9767914
monodon,1.645939957,13.28436901,118.6630106,172.5810595
monodon,1.295459677,18.7807366,125.7943495,160.723317
monodon,1.441491703,10.07554525,70.57643374,167.7278899
monodon,6.22035819,19.06930379,49.8526894,184.9223319
monodon,3.604836009,20.90075158,49.44957734,197.0260575
monodon,0.807926589,14.85667703,41.44148249,187.5660016
monodon,6.1699087,19.25442927,125.059828,171.0672443
monodon,2.339563252,17.9366085,70.57173414,187.3696334
monodon,0.809838907,18.5881412,85.21123157,233.274275
monodon,1.733047426,20.71394231,144.0107555,164.6568181
monodon,1.855975462,13.92950458,132.0830827,156.6995649
monodon,1.312917247,19.7236626,122.4585565,182.0430364
monodon,5.733923564,11.67195596,73.61042751,162.7612773
monodon,5.278966118,13.79172591,51.60598076,136.6698516
monodon,1.013779776,15.80287968,102.0881484,181.2510924
monodon,1.794589369,26.23832885,47.44267688,161.3715975
monodon,1.210073989,20.18253924,88.16108681,187.4026608
monodon,6.968296225,12.7246371,58.04444023,154.2219359
monodon,8.603870559,15.07035115,68.04263068,166.2916238
monodon,4.522561463,14.2308759,93.61730357,201.9512308
monodon,4.066231785,15.21945683,73.54091498,170.3928466
monodon,0.021216654,15.61002527,49.04550512,168.5410294
monodon,6.292681735,20.9683331,67.29504797,152.8094575
monodon,2.916971803,17.7752,114.6728957,162.7979125
